restaurant_name,food_name,size,kcal,protein,fats,carbs
Pizza Hut,Zapiekaron Wege Mania,,673.4,27.4,29.2,72.5
Pizza Hut,Zapiekaron Cheesy Margherita,,589.0,26.0,28.5,54.9
Pizza Hut,Zapiekaron Cheeseburger,,826.4,35.3,45.4,80.3
Pizza Hut,Krem z białych warzyw i pepperoni crunch,,576.0,26.6,36.2,44.4
Pizza Hut,Vege Nacho Cheese,,501.1,20.6,37.3,24.5
Pizza Hut,Pepperoni,Pizza Pan średni,947.5,42.5,35.6,114.9
Pizza Hut,Margherita,Pizza Pan średni,678.6,33.0,24.2,78.7
Pizza Hut,Hawajska,Pizza Pan średni,620.0,31.9,18.9,83.8
Pizza Hut,Supreme,Pizza Pan średni,801.6,37.8,31.9,88.0
Pizza Hut,Super Supreme,Pizza Pan średni,765.4,35.1,30.2,83.0
Pizza Hut,Hot Pepperoni,Pizza Pan średni,918.1,41.1,36.7,103.4
Pizza Hut,Mięsna,Pizza Pan średni,857.1,45.9,38.4,81.0
Pizza Hut,Europejska,Pizza Pan średni,932.9,42.9,43.6,92.9
Pizza Hut,Farmerska,Pizza Pan średni,696.9,38.1,21.6,82.1
Pizza Hut,Teksas,Pizza Pan średni,843.6,41.4,26.3,106.2
Pizza Hut,Carbonara,Pizza Pan średni,951.0,37.5,42.1,103.4
Pizza Hut,Capricciosa,Pizza Pan średni,792.0,34.9,27.9,96.2
Pizza Hut,Classica,Pizza Pan średni,800.8,87.6,24.4,55.4
Pizza Hut,Prosciutto e Rucola,Pizza Pan średni,863.1,44.9,29.5,107.0
Pizza Hut,Vege Mania,Pizza Pan średni,717.9,28.7,21.6,94.7
Pizza Hut,Kurczak,Pizza Pan średni,832.0,44.8,30.8,93.6
Pizza Hut,Kebab,Pizza Pan średni,881.1,37.4,41.9,82.6
Pizza Hut,Serowa,Pizza Pan średni,1136.0,85.0,54.1,73.1
Pizza Hut,Z pieczarkami,Pizza Pan średni,760.4,33.4,25.9,94.1
Pizza Hut,Z szynką,Pizza Pan średni,874.3,51.0,29.9,111.7
Pizza Hut,Z kurczakiem,Pizza Pan średni,730.8,39.4,25.4,84.4
Pizza Hut,Pizza Cheeseburger,Pizza Pan średni,699.8,26.4,26.4,83.8
Pizza Hut,Pizza z serem w brzegach Margherita,Pizza z serem w brzegach średni,734.5,47.6,34.2,57.9
Pizza Hut,Pizza z serem w brzegach Americana,Pizza z serem w brzegach średni,576.0,33.1,21.4,60.7
Pizza Hut,Pizza z serem w brzegach Pepperoni,Pizza z serem w brzegach średni,901.6,44.6,40.0,85.9
Pizza Hut,Pizza z serem w brzegach Hawajska,Pizza z serem w brzegach średni,835.8,43.2,37.1,76.7
Pizza Hut,Pizza z serem w brzegach Hot Pepperoni,Pizza z serem w brzegach średni,819.2,48.3,37.7,69.5
Pizza Hut,Pizza z serem w brzegach Mięsna,Pizza z serem w brzegach średni,851.6,45.8,39.1,76.2
Pizza Hut,Pizza z serem w brzegach Europejska,Pizza z serem w brzegach średni,676.0,40.4,25.7,68.2
Pizza Hut,Pizza z serem w brzegach Farmerska,Pizza z serem w brzegach średni,784.0,49.0,34.1,67.5
Pizza Hut,Pizza z serem w brzegach Teksas,Pizza z serem w brzegach średni,736.9,50.4,33.7,61.5
Pizza Hut,Pizza z serem w brzegach Carbonara,Pizza z serem w brzegach średni,862.3,49.2,45.5,62.3
Pizza Hut,Pizza z serem w brzegach Supreme,Pizza z serem w brzegach średni,986.7,56.5,42.9,90.3
Pizza Hut,Pizza z serem w brzegach Super Supreme,Pizza z serem w brzegach średni,946.1,53.8,41.9,86.0
Pizza Hut,Pizza z serem w brzegach Capricciosa,Pizza z serem w brzegach średni,645.2,40.4,26.8,57.7
Pizza Hut,Pizza z serem w brzegach Classica,Pizza z serem w brzegach średni,665.8,33.0,22.3,79.9
Pizza Hut,Pizza z serem w brzegach Prosciutto e Rucola,Pizza z serem w brzegach średni,668.8,34.8,24.1,75.4
Pizza Hut,Pizza z serem w brzegach Vege Mania,Pizza z serem w brzegach średni,803.2,32.3,25.6,105.5
Pizza Hut,Pizza z pieczarkami,Pizza z serem w brzegach średni,746.8,25.8,24.3,103.6
Pizza Hut,Pizza z szynką,Pizza z serem w brzegach średni,781.2,46.4,30.2,78.0
Pizza Hut,Pizza z kurczakiem,Pizza z serem w brzegach średni,786.8,27.5,29.4,98.6
Pizza Hut,Kurczak,Pizza z serem w brzegach średni,664.8,39.5,23.2,73.4
Pizza Hut,Kebab,Pizza z serem w brzegach średni,846.1,44.0,37.8,81.5
Pizza Hut,Grecka,Pizza z serem w brzegach średni,816.8,40.7,35.4,79.4
Pizza Hut,Serowa,Pizza z serem w brzegach średni,989.8,45.0,45.7,81.3
Pizza Hut,Pizza Cheeseburger,Pizza z serem w brzegach średni,809.5,34.7,34.0,83.7
Pizza Hut,Jabłka pod kruszonką,,287.6,2.1,10.2,38.8
Pizza Hut,Truskawki pod kruszonką,,159.7,2.3,6.5,21.3
Pizza Hut,Hot Chocolate Cookie,,1057.7,17.4,48.5,132.5
Pizza Hut,Choco Cookie,,385.0,10.9,12.7,25.0
Pizza Hut,Deser lodowy,,184.7,2.1,10.7,19.4
Pizza Hut,Bananofie,,29.7,0.8,2.7,16.9
Pizza Hut,Strawberry Crunch,,39.7,1.1,1.4,14.4
Pizza Hut,Cinnamon Choco,,49.0,1.1,2.8,21.0
Pizza Hut,Apple Crumble,,236.8,2.5,11.2,37.9
Pizza Hut,Słodka zupa pomidorowa,,67.4,2.2,2.8,7.3
Pizza Hut,Pizza dla dzieci Margherita,San Francisco,881.6,39.7,30.8,76.0
Pizza Hut,Pizza dla dzieci Margherita,PAN,822.2,35.2,32.7,72.1
Pizza Hut,Pizza dla dzieci Hawajska,San Francisco,772.0,37.9,20.8,100.2
Pizza Hut,Pizza dla dzieci Hawajska,PAN,695.4,29.6,19.6,95.2
Pizza Hut,Mojito Beer Coctail,,0.0,0.0,0.0,0.0
Popeye's,3 pc's Classic Wings,3 skrzydełek,440.0,31.0,30.0,6.9
Popeye's,5 pc's Classic Wings,5 skrzydełek,733.0,51.0,50.0,6.9
Popeye's,8 pc's Classic Wings,8 skrzydełek,1172.0,82.0,79.0,6.9
Popeye's,15 pc's Classic Wings,15 skrzydełek,2198.0,153.0,149.0,6.9
Popeye's,3 pc's Voodoo Wings,3 skrzydełka,546.0,28.0,34.0,5.6
Popeye's,5 pc's Voodoo Wings,5 skrzydełek,910.0,47.0,56.0,5.6
Popeye's,8 pc's Voodoo Wings,8 skrzydełek,1456.0,76.0,90.0,5.6
Popeye's,3 pc's Bold BBQ Wings,3 skrzydełka,466.0,29.0,27.0,4.8
Popeye's,5 pc's Bold BBQ Wings,5 skrzydełek,777.0,49.0,46.0,4.8
Popeye's,8 pc's Bold BBQ Wings,8 skrzydełek,1243.0,78.0,73.0,4.8
Popeye's,3 pc's Garlic & Parmesan Wings,3 skrzydełka,603.0,31.0,47.0,6.6
Popeye's,5 pc's Garlic & Parmesan Wings,5 skrzydełek,1005.0,51.0,78.0,6.6
Popeye's,8 pc's Garlic & Parmesan Wings,8 skrzydełek,1608.0,82.0,125.0,6.6
Popeye's,5 pc's Hot Lemon Pepper Wings,5 skrzydełka,488.0,31.0,30.0,5.8
Popeye's,8 pc's Hot Lemon Pepper Wings,8 skrzydełek,813.0,51.0,50.0,5.8
Popeye's,3 pc's Swing Onion Wings,3 skrzydełka,630.0,31.0,50.0,6.6
Popeye's,5 pc's Swing Onion Wings,5 skrzydełek,1050.0,51.0,84.0,6.6
Popeye's,8 pc's Swing Onion Wings,8 skrzydełek,1680.0,82.0,134.0,6.6
Popeye's,3 pc's Classic Chicken Tenders,3 polędwiczki z kurczaka,482.0,38.0,27.0,6.3
Popeye's,5 pc's Classic Chicken Tenders,5 polędwiczek z kurczaka,803.0,63.0,45.0,6.3
Popeye's,8 pc's Classic Chicken Tenders,8 polędwiczek z kurczaka,1285.0,100.0,73.0,6.3
Popeye's,3 pc's Spicy Chicken Tenders,3 polędwiczki z kurczaka,441.0,33.0,25.0,6.0
Popeye's,5 pc's Spicy Chicken Tenders,5 polędwiczek z kurczaka,734.0,54.0,42.0,6.0
Popeye's,8 pc's Spicy Chicken Tenders,8 polędwiczek z kurczaka,1175.0,87.0,67.0,6.0
Popeye's,3 pc's Fillet Nugget,3 nuggetsy z kurczaka,242.0,15.0,15.0,7.4
Popeye's,5 pc's Fillet Nugget,5 nuggetsów z kurczaka,404.0,26.0,24.0,7.4
Popeye's,8 pc's Fillet Nugget,8 nuggetsów z kurczaka,646.0,41.0,39.0,7.4
Popeye's,20 pc's Fillet Nugget,20 nuggetsów z kurczaka,1615.0,103.0,97.0,7.4
Popeye's,3 pc's Voodoo Fillet Nugget,3 nuggetsy z kurczaka z sosem,278.0,17.0,13.0,4.4
Popeye's,5 pc's Voodoo Fillet Nugget,5 nuggetsów z kurczaka z sosem,496.0,30.0,24.0,4.4
Popeye's,8 pc's Voodoo Fillet Nugget,8 nuggetsów z kurczaka z sosem,823.0,49.0,40.0,4.4
Popeye's,3 pc's Bold BBQ Fillet Nugget,3 nuggetsy z kurczaka z sosem,241.0,12.0,12.0,4.8
Popeye's,5 pc's Bold BBQ Fillet Nugget,5 nuggetsów z kurczaka z sosem,434.0,21.0,22.0,4.8
Popeye's,8 pc's Bold BBQ Fillet Nugget,8 nuggetsów z kurczaka z sosem,723.0,36.0,37.0,4.8
Popeye's,3 pc's Garlic & Parmesan Fillet Nugget,3 nuggetsy z kurczaka z sosem,329.0,16.0,23.0,7.0
Popeye's,5 pc's Garlic & Parmesan Fillet Nugget,5 nuggetsów z kurczaka z sosem,591.0,28.0,41.0,7.0
Popeye's,8 pc's Garlic & Parmesan Fillet Nugget,8 nuggetsów z kurczaka z sosem,988.0,47.0,69.0,7.0
Popeye's,3 pc's Hot Lemon Pepper Fillet Nugget,3 nuggetsy z kurczaka z sosem,268.0,16.0,15.0,7.0
Popeye's,5 pc's Hot Lemon Pepper Fillet Nugget,5 nuggetsów z kurczaka z sosem,480.0,28.0,26.0,7.0
Popeye's,8 pc's Hot Lemon Pepper Fillet Nugget,8 nuggetsów z kurczaka z sosem,803.0,47.0,44.0,7.0
Popeye's,3 pc's Swing Onion Fillet Nugget,3 nuggetsy z kurczaka z sosem,347.0,16.0,25.0,7.0
Popeye's,5 pc's Swing Onion Fillet Nugget,5 nuggetsów z kurczaka z sosem,622.0,28.0,45.0,7.0
Popeye's,8 pc's Swing Onion Fillet Nugget,8 nuggetsów z kurczaka z sosem,1041.0,47.0,75.0,7.0
Popeye's,Cruncher Mild Sandwich,kanapka,456.0,17.0,27.0,3.5
Popeye's,Cruncher Spicy Sandwich,kanapka,462.0,17.0,28.0,3.7
Popeye's,Cruncher BBQ Sandwich,kanapka,365.0,16.0,14.0,3.2
Popeye's,Chicken Sandwich Classic,kanapka,715.0,35.0,39.0,3.4
Popeye's,Spicy Chicken Sandwich,kanapka,713.0,33.0,43.0,3.5
Popeye's,Chicken Sandwich Deluxe,kanapka,753.0,34.0,47.0,3.9
Popeye's,Spicy Chicken Sandwich Deluxe,kanapka,738.0,32.0,45.0,3.5
Popeye's,Coleslaw Chicken Sandwich Classic,kanapka,647.0,29.0,38.0,2.5
Popeye's,Coleslaw Chicken Sandwich Spicy,kanapka,672.0,27.0,41.0,2.7
Popeye's,Voodoo Chicken Sandwich,kanapka,808.0,30.0,51.0,3.8
Popeye's,Classic Chicken Wrap,wrap,703.0,27.0,43.0,3.1
Popeye's,Spicy Chicken Wrap,wrap,663.0,24.0,40.0,3.0
Popeye's,Classic Mini Wrap,mini wrap,388.0,14.0,24.0,3.4
Popeye's,Spicy Mini Wrap,mini wrap,394.0,14.0,25.0,3.6
Popeye's,Red Hot Honey Classic Sandwich,kanapka,682.0,37.0,25.0,1.9
Popeye's,Red Hot Honey Classic Wrap,wrap,690.0,28.0,35.0,2.4
Popeye's,3 pc's Red Hot Honey Wings,3 skrzydełka,470.0,28.0,26.0,5.2
Popeye's,5 pc's Red Hot Honey Wings,5 skrzydełek,783.0,47.0,43.0,5.2
Popeye's,8 pc's Red Hot Honey Wings,8 skrzydełek,1253.0,74.0,68.0,5.2
Popeye's,3 pc's Red Hot Honey Fillet Nuggets,3 nuggetsy z kurczaka z sosem,222.0,14.0,10.0,4.2
Popeye's,5 pc's Red Hot Honey Fillet Nuggets,5 nuggetsów z kurczaka z sosem,398.0,25.0,17.0,4.2
Popeye's,8 pc's Red Hot Honey Fillet Nuggets,8 nuggetsów z kurczaka z sosem,665.0,41.0,29.0,4.2
Popeye's,Fries Classic Medium,średnie,317.0,4.1,15.0,3.3
Popeye's,Fries Classic Large,duże,444.0,5.8,21.0,4.6
Popeye's,Cajun Fries Medium,średnie,299.0,3.6,14.0,3.8
Popeye's,Cajun Fries Large,duże,419.0,5.0,20.0,5.3
Popeye's,Cheese & Spring Onion Supreme Fries,,502.0,4.5,28.0,5.1
Popeye's,Cheese & Bacon Supreme Fries,,543.0,9.0,32.0,5.7
Popeye's,Coleslaw,,188.0,1.4,18.0,1.2
Popeye's,Cajun Breakfast Bacon&Egg&Cheese Toast,śniadaniowy tost,478.0,21.0,26.0,4.3
Popeye's,Cajun Bacon&Cheese Toast,tost,359.0,12.0,17.0,4.5
Popeye's,Cajun Breakfast Wrap,wrap śniadaniowy,574.0,24.0,38.0,5.8
Popeye's,Cajun Deluxe Breakfast Sandwich,deluxe śniadaniowa kanapka,653.0,27.0,42.0,4.5
Popeye's,Cajun Hashbrown,,175.0,1.8,11.0,1.8
Popeye's,Breakfast Plate With Cheese Toast,talerz śniadaniowy,579.0,25.0,34.0,2.4
Popeye's,New Orleans Beignets with additives (chocolate flavour sauce) (3 pc's),,439.0,4.4,25.0,9.7
Popeye's,New Orleans Beignets with additives (strawberry base) (3 pc's),,407.0,4.1,25.0,9.5
Popeye's,New Orleans Beignets with additives (carmel sauce) (3 pc's),,440.0,4.4,25.0,9.6
Popeye's,New Orleans Beignets with additives (chocolate flavour sauce) (5 pc's),,732.0,7.4,42.0,9.7
Popeye's,New Orleans Beignets with additives (strawberry base) (5 pc's),,679.0,6.8,41.0,9.7
Popeye's,New Orleans Beignets with additives (carmel sauce) (5 pc's),,733.0,7.4,42.0,9.6
Popeye's,Bayou Buffalo Dip,,22.0,0.1,1.3,1.2
Popeye's,Blackened Runch Dip,,83.0,0.3,2.4,0.6
Popeye's,Bold BBQ Dip,,45.0,0.2,0.0,0.0
Popeye's,Mardi Gras Dip,,88.0,0.6,2.1,0.5
Popeye's,Nola Dip,,83.0,0.4,2.1,0.5
Popeye's,Garlic Dip,,85.0,0.0,2.5,0.6
Popeye's,Ketchup,,10.0,0.18,0.0,0.0
Popeye's,Mayo,,66.0,0.14,7.2,1.1
Popeye's,Voodoo Sauce,200 g,398.0,6.4,0.0,0.0
Popeye's,Voodoo Sauce,500 g,995.0,16.0,0.0,0.0
Popeye's,Ranch Sauce,200 g,1144.0,4.2,61.0,5.0
Popeye's,Ranch Sauce,500 g,2860.0,11.0,61.0,5.0
Popeye's,Cheese Sauce,200 g,476.0,5.6,18.0,13.0
Popeye's,Cheese Sauce,500 g,1190.0,14.0,18.0,13.0
Popeye's,Swing Onion Sauce,200 g,1264.0,4.2,65.0,5.3
Popeye's,Swing Onion Sauce,500 g,3160.0,11.0,65.0,5.3
Popeye's,Ghost BBQ Sauce,200 g,300.0,1.6,0.6,0.1
Popeye's,Ghost BBQ Sauce,500 g,750.0,4.0,0.6,0.1
Popeye's,Red Hot Honey Sauce,200 g,406.0,6.2,0.0,0.0
Popeye's,Red Hot Honey Sauce,500 g,1015.0,16.0,0.0,0.0
Popeye's,Small Vanilla Shake,mały shake waniliowy,306.0,5.0,13.0,4.1
Popeye's,Small Vanilla Shake,shake waniliowy,629.0,10.2,27.0,4.1
Popeye's,Small Strawberry Shake,mały shake truskawkowy,312.0,4.1,11.0,3.1
Popeye's,Strawberry Shake,shake truskawkowy,624.0,8.2,22.0,3.1
Popeye's,Caramel Shake,mały shake karmelowy,324.0,4.4,12.0,3.3
Popeye's,Caramel Shake,shake karmelowy,648.0,8.8,23.0,3.3
Popeye's,Chocolate Shake,mały shake czekoladowy,318.0,4.5,12.0,3.3
Popeye's,Chocolate Shake,shake czekoladowy,636.0,9.0,24.0,3.3
Popeye's,Small Strawberry & Lemon Premium Shake,mały shake o smaku truskawki i lemoniady,359.0,4.5,13.0,3.4
Popeye's,Strawberry & Lemon Premium Shake,shake o smaku truskawki i lemoniady,749.0,9.3,28.0,3.4
Popeye's,Small Lotus Biscoff Premium Shake,mały shake z ciasteczkami lotus,398.0,5.0,17.0,4.2
Popeye's,Lotus Biscoff Premium Shake,shake z ciasteczkami lotus,796.0,10.0,34.0,4.2
Popeye's,Small Blueberry & Peanut Premium Shake,mały shake o smaku jagody i orzeszków ziemnych,430.0,2.4,23.0,4.9
Popeye's,Blueberry & Peanut Premium Shake,shake o smaku jagody i orzeszków ziemnych,879.0,5.0,47.0,4.9
Popeye's,New Orleans Beignets (3 pc's),ciastka z kremem kakaowym,393.0,4.0,25.0,11.0
Popeye's,New Orleans Beignets (5 pc's),ciastka z kremem kakaowym,653.0,6.7,41.0,11.0
Popeye's,New Orleans Beignets (8 pc's),ciastka z kremem kakaowym,1042.0,11.0,66.0,11.0
Popeye's,Espresso,,0.0,0.0,0.0,0.0
Popeye's,Double Espresso,,0.0,0.0,0.0,0.0
Popeye's,Espresso Macchiato,,28.0,1.7,1.1,0.7
Popeye's,Americano,200ml,0.0,0.0,0.0,0.0
Popeye's,Americano,400ml,0.0,0.0,0.0,0.0
Popeye's,coffee with milk,200ml,40.0,2.4,1.6,0.4
Popeye's,coffee with milk,400ml,65.0,3.9,2.6,0.3
Popeye's,Cappuccino,200ml,49.0,2.9,2.0,0.6
Popeye's,Cappuccino,400ml,99.0,6.0,4.0,0.6
Popeye's,Caffe Latte,200ml,68.0,4.2,2.8,0.7
Popeye's,Caffe Latte,400ml,126.0,7.9,5.1,0.7
Popeye's,Flat White,200ml,49.0,3.0,2.0,0.5
Popeye's,Flat White,400ml,79.0,4.9,3.2,0.4
Popeye's,black tea,400ml,0.0,0.0,0.0,0.0
Popeye's,green tea,400ml,0.0,0.0,0.0,0.0
Popeye's,fruit tea,400ml,0.0,0.0,0.0,0.0
Popeye's,Pepsi Wielka Dolewka,refill 400,112.0,0.03,0.0,0.0
Popeye's,Pepsi Zero Cukru Wielka Dolewka,refill 400,4.0,0.08,0.0,0.0
Popeye's,Mirinda Zero Cukru Wielka Dolewka,refill 400,4.0,0.08,0.0,0.0
Popeye's,7UP Zero Cukru Wielka Dolewka,refill 400,4.0,0.16,0.0,0.0
Popeye's,Lipton Green Tea Wielka Dolewka,refill 400,72.0,0.04,0.0,0.0
Popeye's,Lipton Ice Tea Lemon Wielka Dolewka,refill 400,76.0,0.12,0.0,0.0
Popeye's,Mała Lemoniada Truskawkowa,small,68.0,0.03,0.0,0.0
Popeye's,Lemoniada Truskawkowa,,136.0,0.06,0.0,0.0
Popeye's,Mała Lemoniada,small,36.0,0.07,0.0,0.0
Popeye's,Lemoniada,,72.0,0.01,0.0,0.0
Salad Story,Awokado Kurczak/Avocado Chicken,,213.0,19.0,13.0,10.0
Salad Story,Awokado Kurczak/Avocado Chicken,,234.0,21.0,14.0,11.0
Salad Story,Cezar/Caesar,,220.0,18.0,15.0,8.0
Salad Story,Cobb,,314.0,23.0,23.0,14.0
Salad Story,Kurczak Batat/Chicken Sweet Potato,,256.0,17.0,5.0,31.0
Salad Story,Kurczak Batat/Chicken Sweet Potato,,316.0,21.0,6.0,39.0
Salad Story,Mango Kurczak/Mango Chicken,,236.0,16.0,14.0,14.0
Salad Story,Łosoś Quinoa/Quinoa Salmon,,317.0,20.0,19.0,6.0
Salad Story,Tofu Mango,,278.0,12.0,15.0,20.0
Salad Story,Nieciska/Nicoise,,313.0,13.0,24.0,7.0
Salad Story,Wołowina Teriyaki/Beef Teriyaki,,428.0,23.0,29.0,17.0
Salad Story,Kurczak Teriyaki/Chicken Teriyaki,,304.0,23.0,8.0,33.0
Salad Story,Meksykański z wołowiną/Mexican with beef,,458.0,24.0,15.0,55.0
Salad Story,Pasta Mozzarella,,428.0,22.0,14.0,39.0
Salad Story,Proteinowy kurczak,,478.0,31.0,26.0,31.0
Salad Story,Burrito Kurczak/Burrito Chicken,,384.0,30.0,14.0,26.0
Salad Story,California Kurczak Bekon/California Chicken Bacon,,412.0,33.0,13.0,35.0
Salad Story,Tajski Kurczak/Thai Chicken,,572.0,39.0,32.0,40.0
Salad Story,Tunczyk Awokado/Tuna Avocado,,445.0,29.0,24.0,34.0
Salad Story,Wołowina Bekon/Beef Bacon,,513.0,34.0,34.0,28.0
Salad Story,Orientalny Kurczak/Oriental Chicken,,307.0,13.0,15.0,34.0
Salad Story,Mozzarella Awokado/Mozzarella Avocado,,320.0,12.0,18.0,28.0
Salad Story,Urban Mix,,432.0,10.0,9.0,47.0
Salad Story,Kurczak Chili/Chicken Chili,,173.0,9.5,4.4,16.0
Salad Story,Quesadilla Snack,,254.0,8.7,11.0,22.0
Salad Story,Nachos,,284.0,8.8,13.0,37.0
Salad Story,Pieczone Ziemniaki / Baked Potatoes,,190.0,2.2,0.4,22.0
Salad Story,Pieczony batat / Baked sweet potato,,187.0,2.8,0.4,20.0
Salad Story,Proteinowa/Protein,,121.0,13.0,0.4,3.8
Salad Story,Avo Green Goddess,,119.0,0.1,10.0,2.0
Salad Story,Fistaszkowy/Peanut,,196.0,6.3,17.0,4.4
Salad Story,Jogurtowy/Yoghurt,,194.0,4.2,15.0,5.4
Salad Story,Musztardowo-Miodowy/Mustard and honey,,173.0,0.9,14.0,4.5
Salad Story,Orientalne chili/Oriental chili,,174.0,0.0,18.0,3.5
Salad Story,Teriyaki,,130.0,0.7,3.1,22.0
Salad Story,Vegan Aioli,,184.0,0.3,18.0,5.6
Salad Story,Vinaigrette,,109.0,0.8,9.1,4.6
Salad Story,"Ananas, Mango/Pineapple, Mango",,147.0,0.2,0.0,37.0
Salad Story,Owocowe Cudo/Fruity Miracle,,119.0,0.0,0.0,28.0
Salad Story,Warzywne Dots/Vegetable Detox,,140.0,2.4,0.0,33.0
Salad Story,Zielona Energia/Green Energy,,119.0,1.3,0.0,27.0
Salad Story,Truskawkowa Margarita/Strawberry Margarita,,112.0,1.0,0.0,28.0
Salad Story,Limonkowa Mex/Lime Mex,,112.0,1.0,0.0,25.0
Salad Story,Toskański Krem Pomidorowy/Tuscan Tomato Cream Soup,,190.0,5.2,9.8,12.0
Salad Story,Chia/Chia dessert,,332.0,9.1,20.0,18.0
Salad Story,Jogurt z granolą/Yoghurt with granola,,326.0,4.2,3.6,53.0
Salad Story,Owsianka/Oatmeal,,373.0,8.9,6.0,53.0
Salad Story,Bowl Jajecznica+Awokado/Scrambled Eggs and Avocado Bowl,,410.0,18.0,26.0,16.0
Salad Story,Bowl Jajecznica+Bekon/Scrambled Eggs and Bacon Bowl,,615.0,23.0,35.0,21.0
Salad Story,Bowl Jajecznica+Łosoś/Scrambled Eggs and Salmon Bowl,,490.0,23.0,30.0,14.0
Salad Story,Bowl Jajecznica+Twarożek/Scrambled Eggs and Cottage Cheese Bowl,,411.0,20.0,20.0,24.0
Salad Story,Box Jajecznica+Bekon/Box Scrambled Eggs with Bacon,,501.0,23.0,30.0,22.0
Salad Story,Box Jajecznica+Łosoś/Box Scrambled Eggs and Salmon,,454.0,20.0,23.0,19.0
Salad Story,Wrap Jajecznica+Awokado/Wrap with Scrambled Eggs and Avocado,,565.0,22.0,37.0,24.0
Salad Story,Wrap Jajecznica+Bekon/Wrap with Scrambled Eggs and Bacon,,653.0,25.0,43.0,30.0
Salad Story,Wrap Jajecznica+Łosoś/Wrap with Scrambled Eggs and Salmon,,539.0,24.0,30.0,22.0
Salad Story,Wrap Jajecznica+Twarożek/Wrap with Scrambled Eggs and Cottage Cheese,,510.0,15.0,27.0,32.0
Salad Story,Paluch buraczkowy/beetroot bread,,141.0,5.1,6.1,17.0
Salad Story,Paluch z ziarnami/Bread with seeds,,161.0,6.1,5.1,24.0
Salad Story,Wrap Szparagi Bekon / Wrap Asparagus Bacon,,634.0,18.0,36.0,57.0
Salad Story,Wrap Szparagi Bekon / Wrap Asparagus Bacon,,609.0,18.0,36.0,57.0
Salad Story,Zupa z Botwinki / Beetroot Leaf Soup,,134.0,1.5,7.0,14.0
Salad Story,Zupa Krem z Cukinii / Creamy Zucchini Soup,,104.0,0.7,6.7,4.7
Salad Story,Grecka Quesadilla Snack / Greek Quesadilla Snack,,277.0,2.5,10.0,27.0
Salad Story,Szparagowa Miska Mocy / Asparagus Power Bowl,,467.0,3.6,11.0,61.0
Salad Story,Sałatka Wege Szparagi / Wege Asparagus Salad,,94.0,3.2,2.5,6.7
Salad Story,Sałatka Wege Szparagi / Wege Asparagus Salad,,94.0,3.2,2.5,6.7
Salad Story,Sałatka Cezar ze szparagami / Caesar with Asparagus Salad,,106.0,4.9,1.9,8.1
Salad Story,Sałatka Cezar ze szparagami / Caesar with Asparagus Salad,,101.0,4.8,2.0,7.9
Salad Story,Sok Wiosenne Przebudzenie / Spring Awakening Juice,,43.0,0.4,0.0,11.0
Salad Story,Lemoniada Kologenowa Malinowa / Raspberry Lemonade With Collagen,,30.0,0.3,0.0,7.0
Salad Story,Dressing botwinkowy / Beetroot Leaf Dressing,,126.0,3.2,8.6,8.8
Subway,BBQ Chicken Sub,,312.0,20.0,3.0,49.0
Subway,BBQ Ribs Sub,,419.0,18.0,12.0,56.0
Subway,BBQ Rotisserie-Style Chicken Sub,,444.0,29.0,17.0,43.0
Subway,Chicken Fajita,,337.0,17.0,11.0,43.0
Subway,Ham Sub,,271.0,15.0,4.0,42.0
Subway,"Ham, Egg & Cheese Sub",,382.0,22.0,15.0,42.0
Subway,Honey Mustard Veggie,,292.0,11.0,8.0,46.0
Subway,Italian B.M.T. Sub,,400.0,20.0,16.0,42.0
Subway,Oven Roasted Chicken Sub,,282.0,20.0,3.0,42.0
Subway,Spicy Italian Sub,,414.0,17.0,19.0,42.0
Subway,Steak & Cheese Sub,,336.0,21.0,7.0,47.0
Subway,Chicken Teriyaki Sub,,296.0,20.0,3.0,45.0
Subway,Taco Beef Fiesta,,527.0,19.0,30.0,53.0
Subway,Tuna Sub,,365.0,19.0,13.0,43.0
Subway,Turkey Breast Sub,,232.0,10.0,3.0,42.0
Subway,Spicy Veggie Sub,,381.0,19.0,11.0,49.0
Subway,Veggie Delite Sub,,221.0,9.0,3.0,40.0
Subway,T.L.C. Teriyaki Sub,,271.0,19.0,3.0,39.0
Subway,Triple Cheese,,384.0,18.0,15.0,45.0
Subway,Master B.M.T.,,520.0,28.0,27.0,42.0
Subway,Supreme Steak & Cheese,,441.0,24.0,18.0,45.0
Subway,BBQ Chicken & Bacon SubMelt,,441.0,31.0,16.0,43.0
Subway,Waffle Fries (80g),80g,147.0,2.2,6.6,18.0
Subway,Waffle Fries (120g),120g,221.0,3.4,9.8,27.0
Subway,Chicken Bites (4),4,180.0,11.0,8.5,14.0
Subway,Chicken Bites (8),8,360.0,21.0,17.0,28.0
Subway,Chicken Bites (12),12,540.0,32.0,26.0,42.0
Subway,Loaded Nachos,,219.0,9.0,28.0,44.0
Subway,Pepperoni and Cheese Dipper,,433.0,15.0,19.0,7.0
Subway,Cheesy Dipper,,450.0,16.0,9.4,50.0
Subway,Turkey and Cheese Dipper,,398.0,22.0,13.0,49.0
Subway,Taco Beef Dipper,,430.0,15.0,17.0,53.0
Subway,Chocolate Chunk Cookie,,216.0,2.0,10.0,28.0
Subway,Double Chocolate Vegan Cookie,,220.0,2.0,11.5,27.0
Subway,Raspberry Cheesecake cookie,,208.0,2.0,10.0,27.0
